name,party,state,district,legislature,profile_link
66 Sánchez Ramos Paloma,PRI,Sinaloa,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=311
67 Serrano Maldonado Ma Elena,PRI,Michoacán,Circ. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=475
68 Treviño Badillo Norma Graciela,PRI,Veracruz,Dtto. 9,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=780
69 Vargas Rodríguez Sayonara,PRI,Hidalgo,Dtto. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=99
70 Villaseñor Dávila Maribel Guadalupe,PRI,Ciudad de México,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=39
1 Aguilar Piña Kevin Angelo,PVEM,San Luis Potosí,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=235
2 Alcalá Izguerra María José,PVEM,Querétaro,Circ. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=367
3 Álvarez Castro Natalia Carolina,PVEM,Nayarit,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=685
4 Buenrostro Martínez José Guadalupe,PVEM,Jalisco,Dtto. 17,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=622
5 Carrillo Soberanis Juan Luis,PVEM,Quintana Roo,Dtto. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=229
6 Castrejón Trujillo Karen ,PVEM,México,Circ. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=482
7 Cruz Peláez Fatima Almendra,PVEM,Puebla,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=210
8 Domínguez Zopiyactle Itzel Aleli,PVEM,Veracruz,Dtto. 18,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=289
9 Escobedo Muñoz Gabriel ,PVEM,Ciudad de México,Circ. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=942
10 Esquinca Gomez Adriana Guadalupe,PVEM,Chiapas,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=898
11 Estefan Gillessen José Antonio,PVEM,Oaxaca,Dtto. 7,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=205
12 Fernández Benavente María del Carmen,PVEM,Chiapas,Dtto. 10,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=525
13 Fernández Cruz Nayeli Arlen,PVEM,Ciudad de México,Circ. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=441
14 Gallardo García Fausto,PVEM,Baja California,Dtto. 8,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=11
15 Gómez Betancourt Armando Antonio,PVEM,Veracruz,Dtto. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=272
16 González Cruz Luis Arturo,PVEM,Baja California,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=318
17 González Lima Juan,PVEM,Tamaulipas,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=762
18 Guillén Sánchez Daniel,PVEM,San Luis Potosí,Dtto. 6,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=738
19 Hernández Guerrero Kenia del Refugio,PVEM,Jalisco,Dtto. 9,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=614
20 Llaven Abarca Jorge Luis,PVEM,Chiapas,Dtto. 6,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=21
21 Macías Martínez María De Lourdes,PVEM,Jalisco,Dtto. 11,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=616
22 Martínez Bravo Luis Alberto,PVEM,México,Circ. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=481
23 Melgar Bravo Luis Armando,PVEM,Chiapas,Dtto. 13,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=28
24 Mendoza Moreno Miriam,PVEM,Tamaulipas,Dtto. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=760
25 Montemayor Castillo Santy,PVEM,Quintana Roo,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=401
26 Monzón García Eunice,PVEM,Guerrero,Dtto. 8,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=97
27 Natale Gutiérrez Marco Antonio,PVEM,Puebla,Dtto. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=209
28 Natale López Juan Carlos,PVEM,Veracruz,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=399
29 Navarrete Navarro Consuelo del Carmen,PVEM,Yucatán,Dtto. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=296
30 Navarro Muñiz Juan Manuel,PVEM,San Luis Potosí,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=234
31 Palacios Diaz Luis Edgardo,PVEM,Guerrero,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=92
32 Pinete Vargas María del Carmen,PVEM,Veracruz,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=273
33 Puente Salas Carlos Alberto,PVEM,Zacatecas,Circ. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=366
34 Quijano Tapia Janine Patricia,PVEM,Yucatán,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=400
35 Reyes Romero Laura Catalina,PVEM,Veracruz,Dtto. 13,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=784
36 Rubio Montejo Roberto Antonio,PVEM,Chiapas,Dtto. 11,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=26
37 Salomón Durán Ciria Yamile,PVEM,Hidalgo,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=100
38 Sánchez Sánchez Christian Joaquín,PVEM,San Luis Potosí,Dtto. 7,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=239
39 Segovia Hernández Roberto Alejandro,PVEM,San Luis Potosí,Dtto. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=233
40 Villafuerte Zavala Lilia ,PVEM,San Luis Potosí,Circ. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=865
41 Willars Rubio Jean Michel,PVEM,Nuevo León,Dtto. 7,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=693
1 Aguilar Gil Lilia,PT,Chihuahua,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=31
2 Aguilar López José Alejandro,PT,Tlaxcala,Dtto. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=269
3 Anaya Gutiérrez Alberto ,PT,Nuevo León,Circ. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=364
4 Baltierra García Jaime,PT,Puebla,Dtto. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=713
5 Bernal Camarena Ana Laura,PT,Sonora,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=248
6 Bernal Martínez Mary Carmen,PT,Michoacán,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=169
7 Cardona Pérez Rodolfo,PT,Sinaloa,Dtto. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=740
8 Espinosa Ramos Francisco Amadeo,PT,Chiapas,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=397
9 Favela Peñuñuri Francisco,PT,México,Dtto. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=130
10 Femat Bañuelos Alfredo,PT,Zacatecas,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=299
11 Fernández Noroña José Gerardo,PT,Ciudad de México,Dtto. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=41
12 Garay Loredo Irma Yordana,PT,Tlaxcala,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=270
13 García García Margarita,PT,Oaxaca,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=201
14 García Hernández Jesús Fernando,PT,Sinaloa,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=242
15 Garduño Garduño Marisela,PT,México,Dtto. 16,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=141
16 González Molina Concepción,PT,Puebla,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=711
17 Maceda Carrera Nelly,PT,Puebla,Dtto. 14,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=222
18 Martínez Ruiz Maribel,PT,Oaxaca,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=396
19 Martínez Ventura Luis Enrique,PT,México,Dtto. 32,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=157
20 Moreno Hernández Brígido Ramiro,PT,Coahuila,Dtto. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=62
21 Núñez Monreal Magdalena del Socorro ,PT,Ciudad de México,Circ. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=439
22 Ortiz Rodríguez Jorge Armando,PT,Nayarit,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=186
23 Páez Güereca María De Jesús,PT,Durango,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=817
24 Reyes Ledesma Armando,PT,Baja California,Dtto. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=6
25 Robles Montoya Ángel Benjamín,PT,Oaxaca,Dtto. 8,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=206
26 Rojo Pimentel Ana Karina,PT,Ciudad de México,Dtto. 20,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=57
27 Rosete Sánchez María De Jesús,PT,Ciudad de México,Dtto. 8,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=45
28 Sandoval Flores Reginaldo,PT,Michoacán,Circ. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=480
29 Serrano Romero Fabiola,PT,Puebla,Dtto. 15,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=723
30 Vázquez García Dionicia,PT,México,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=127
31 Vázquez González Pedro ,PT,Ciudad de México,Circ. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=440
32 Vázquez Romero Shirley Guadalupe,PT,Sonora,Dtto. 7,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=253
33 Wences Real Victoriano,PT,Guerrero,Dtto. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=94
1 Adams Pereyra Olga Zulema,MC,Baja California,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=329
2 Aguado Romero Paulina ,MC,Querétaro,Circ. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=347
3 Álvarez Solis Maria Asención,MC,Jalisco,Dtto. 12,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=117
4 Armentía López Pedro ,MC,Campeche,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=393
5 Ávila García Vania Roxana,MC,Morelos,Circ. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=944
6 Banquells Núñez María Del Rocío,MC,Ciudad de México,Dtto. 14,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=51
7 Basave Alanís Agustín Carlos,MC,Nuevo León,Circ. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=368
8 Castañeda González Omar Enrique,MC,Durango,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=72
9 Chávez Pérez María Leticia,MC,Jalisco,Dtto. 14,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=119
10 De la Garza Garza Arturo Bonifacio,MC,Nuevo León,Circ. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=370
11 Félix Fregoso Maria Fernanda,MC,Nayarit,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=823
12 Fernández Castillo Horacio,MC,Jalisco,Dtto. 10,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=115
13 Galván Martínez Albino,MC,Jalisco,Dtto. 13,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=618
14 García Medina Amalia Dolores,MC,Zacatecas,Circ. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=369
15 Garza Marín José Mauro,MC,Jalisco,Dtto. 8,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=113
16 Herrera Vega Manuel Jesús,MC,Jalisco,Dtto. 6,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=111
17 León García Carlos Alberto,MC,Nuevo León,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=1307
18 Limón García María Elena,MC,Jalisco,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=321
19 López Ochoa Mijares Braulio,MC,Veracruz,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=903
20 Martínez Cosío Elvia Yolanda,MC,Jalisco,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=325
21 Moguel Ballado Oscar Octavio,MC,Ciudad de México,Circ. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=943
22 Moreno Mora Y Zepeda Karen Itzamna,MC,Jalisco,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=819
23 Ochoa Mejía Ma Teresa Rosaura ,MC,México,Circ. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=483
24 Ortega Pacheco Ivonne Aracelly,MC,Yucatán,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=402
25 Rabelo Estrada Karla María,MC,Tabasco,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=255
26 Rodríguez Carrillo Mario Alberto,MC,Jalisco,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=324
27 Rodríguez González Taygete Irisay,MC,Jalisco,Dtto. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=109
28 Samperio Chaparro Rodrigo Herminio,MC,México,Circ. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=484
1 Barrientos Maya Jose Juan,PRD,Hidalgo,Circ. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=979
2 Diaz Acevedo Edna Gisel,PRD,México,Circ. 5,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=478
3 Garivo Sánchez Karina Isabel,PRD,Chiapas,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=894
4 Huacus Esquivel Francisco Javier,PRD,Michoacán,Dtto. 12,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=178
5 Madrigal Alaniz María Teresa,PRD,Michoacán,Dtto. 11,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=677
6 Pérez Valdez Elizabeth,PRD,Ciudad de México,Circ. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=438
7 Prieto Gómez Mauricio,PRD,Michoacán,Dtto. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=168
8 Rafael Dircio Fabiola,PRD,Guerrero,Dtto. 6,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=95
9 Rodríguez Osuna Iliana Guadalupe,PRD,Sonora,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=816
10 Sodi Gabriela,PRD,Ciudad de México,Dtto. 12,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=49
11 Valencia García Francisco Antonio,PRD,Zacatecas,Circ. 2,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=863
12 Velazquez Flores Jesús Alberto,PRD,Veracruz,Circ. 3,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=895
1 Espinosa Cházaro Luis Ángel Xariel,SP,Ciudad de México,Circ. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=437
2 Fernández Piña Laura Lynn,SP,Quintana Roo,Dtto. 4,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=232
3 Prieto Terrazas Susana,SP,Chihuahua,Circ. 1,65,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=331
